,id,text,username
16,954566550819917824,Low temperatures tonight are expected to remain in the low to mid 50s across SE TX. Foggy conditions can be anticipated overnight and into the early morning hours lowering visibilities. #txwx #houwx #glswx #bcswx https://t.co/joqEKv41rl,NWSHouston
17,954558573916360704,915 PM Radar Update:  Still some showers over the northern Gulf this evening. Should continue to see these showers shift east overnight. #houwx #glswx #bcswx #txwx https://t.co/sLANc1m6N3,NWSHouston
18,954547043355242496,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",ks7000
19,954513262833553413,"So far, this January has been record breaking!! There have been a total of 11 new records set in the month of January across the Southeast Texas primary climate sites... and there are still 12 more days to go! #txwx #houwx #glswx #bcswx https://t.co/MpuvjOFax4",NWSHouston
20,954486257811382272,"The outlook for this weekend shows a warming trend, with high temperatures in the 60s and 70s. Expect a chance of rain and patchy fog throughout the weekend. A cold front passes early Monday morning with showers and thunderstorms ahead of it. #bcswx #houwx #glswx #txwx https://t.co/VyS2VGAvWq",NWSHouston
21,954482474926661633,"The next cold front for #Houston and SE #Texas will arrive late Sunday night. There will be a good chance for rain and maybe a little #thunder, but no severe weather is expected for our area. @Fox26Houston #houwx #txwx https://t.co/R3WY71d6Yv",DrJimFox26
22,954476829796159488,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,Jm28Jomo
23,954475721375744002,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,mjk_4mjk
24,954474057386352640,Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,HellerWeather
25,954458716581105664,Low clouds being tickled from below by Williams Tower today. Light rain and 51° here on Houston’s west loop 610 at 3pm. #houwx https://t.co/TfknholTsf,BillyForney3
26,954455072582316033,Houston’s sky today has treated timelapse lovers to quite a display. #houwx https://t.co/MO6TMh5FB2,BillyForney3
27,954447748308307973,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,starringtexas
28,954446257271001088,"The winds are turning back from the SE and it's going to be much warmer across SE #Texas and the #Houston area this weekend. Highs will be back into the 70s, &amp; also some on-and-off showers &amp; patchy fog. @Fox26Houston #houwx #txwx https://t.co/SghBbZFrTM",DrJimFox26
29,954439320265543680,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,ksal_854
30,954421852327366656,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,IanMckayWx
31,954420032947310593,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prettyeyes33333
32,954417402112106498,See my previous post about 2017 being hottest year on record in #Houston. #houwx #houclimate #txwx #txclimate https://t.co/I0kJObl9jR,HellerWeather
33,954416849634066432,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mbhakta315
34,954411732553879552,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mfatah281
35,954411379909423104,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,claycody12
36,954410470655455232,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prison_matt
37,954409855602831361,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,Jm28Jomo
38,954407503755927554,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mattlanza
39,954407349258727424,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13houston
40,954406699288408064,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13weather
41,954406372204072960,The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https://t.co/ooVV3Un5mh,HellerWeather
42,954400325758308352,RT @Unity4aSolution: Please retweet: pets need to be indoors. If it is too cold for you then it is too cold for them.#Houwx #pets #dogs #ca…,shepmalasha
43,954400305965355009,RT @Unity4aSolution: Good and very relevant information from Unity partner @HoustonPetSet #houwx #pets https://t.co/g4X0bZvb40,shepmalasha
44,954400247584907264,RT @Unity4aSolution: @ReadyHarris thank you for always reminding the public to bring their #pets inside #houwx #houston https://t.co/96dvhf…,shepmalasha
45,954397388998938625,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",NathHolt
46,954387435563159553,From ice two days ago to maybe a few strong thunderstorms by Sunday evening #houwx #hounews #txwx https://t.co/wHcW1Okvkj,JeffLindner1
47,954383550765322241,I always love to dance in the rain but especially when the forecast calls for temperatures in the 70s! #WeekendWeather #KPRC2 #HOUWX @KPRC2 @KPRC2WEATHER P.S. The weekend won't be a washout check out the forecast ---&gt; https://t.co/xToHUBrebN https://t.co/WMYpo6kDxp,KPRCBritta
48,954377452834435073,"Guys, it's going to be in the 70s this weekend in #Houston! Throw off those coats and enjoy the sunshine! #KHOU11 #houwx #gimmesomesun #byebyecold #houstonweather https://t.co/5gfVT3zNMk",BrandiKHOU
49,954370002798436354,"Sunrise over Houston this morning, in timelapse. 

As low clouds exit, watch as higher Mammatus clouds from nearby storms enter the picture. Their evolution is interesting. #houwx https://t.co/7AfjkHgWni",BillyForney3
50,954356923616423936,"RT @HoustonPubMedia: Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/TgKvuZCqfr
#houwx #…",edelhowlin
51,954355873215807488,"It seems strange saying this, but it’s much warmer this morning with temperatures in the 40s. Today will mark the beginning of really pulling out of this arctic blast.  It looks like SE #Texas will be in the 70s by tomorrow. @Fox26Houston #houwx #txwx #Houston https://t.co/0S9f2BF8go",DrJimFox26
52,954354422448119809,"Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/DvnslyQieE
#houwx #frozenpipes https://t.co/6ODu1aiwc9",HPMNews887
53,954354422355767296,"Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/TgKvuZCqfr
#houwx #frozenpipes https://t.co/GFs7etbqQc",HoustonPubMedia
54,954344661262401536,Showers and maybe an isolated thunderstorm moving into the area this morning from the S and W. #houwx #txwx https://t.co/AN7ejaVXPg,JeffLindner1
55,954337658871992321,"We're starting 15° warmer than Thursday across #Houston, and we're headed way warmer than this for the weekend. Details on how warm and rain chances, plus why we expect fog in spots @SpaceCityWX today. #houwx https://t.co/1zVJojvdut https://t.co/VHD7rYoBzm",mattlanza
56,954290374436155392,Rain chances are going up and so are the temperatures! We are above freezing this morning!!! Let's chat weekend this morning on @KPRC2 Channel 2 News TODAY @KPRC2WEATHER #HOUWX https://t.co/xToHUBrebN https://t.co/NwzVTl5QwB,KPRCBritta
57,954263086596284416,RT @HoustonTX: Mayor @SylvesterTurner media availability on dangerous freezing weather #Houwx #houstonweather https://t.co/3SnhargKUx,lucasgaonaleg
58,954222899832999938,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",DrLatekiLewis
59,954214887789617152,"Coastal trough along the lower TX coast shifts NNE Friday eroding the remaining surface cold dome and bringing a chance of drizzle, fog, showers, and maybe a thunderstorm. At least no freezing rain or sleet! #houwx #txwx https://t.co/MOoiZLBCN1",JeffLindner1
60,954214161680076800,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",joshuatcarley
61,954171895225638912,RT @ABC13Miya: Thoroughly iced over 288 overpass at 59 near Downtown. Seriously people. Don’t drive here! #abc13 #houwx https://t.co/cBJ0aB…,CCartwright1971
62,954167309630889989,THANK YOU @NWSHouston for getting forecast products and briefings out Mon afternoon in a rapidly changing forecast situation. You all deserve this region’s gratitude! @scottao11 @LuchsLikeRain @DReillyWx @jeffryevans @MELlSSAhuffman @lwood10213 #houwx,JeffLindner1
63,954163844036874240,Tonight’s sunset over Houston was brought to you by the maker of clouds and the makers of twill. #houwx https://t.co/L7g7T76DzR,BillyForney3
64,954147861909917696,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",surina1913
65,954141293059497984,It’s 30 degrees outside and I felt an amazing swimsuit 👙 on sale @Academy was necessary. #HouWX,TheLindaV
66,954137479547883521,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,badjerry_1
67,954135130393792513,"RT NWSHouston ""2018 is off to a very cold start. Just how cold has it been? The first 17 days of the month were the tenth coldest on record for the city of Houston and the seventh coldest for Houston Hobby.  #houwx #txwx https://t.co/7SBbLHpEMU""",notihouston
68,954134900847841281,2018 is off to a very cold start. Just how cold has it been? The first 17 days of the month were the tenth coldest on record for the city of Houston and the seventh coldest for Houston Hobby.  #houwx #txwx https://t.co/5gcmp3LwT0,NWSHouston
69,954120655074709504,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,Jm28Jomo
70,954111667113209857,Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,HellerWeather
71,954082858490105856,RT @AlertHouston: ⚠️❄️ Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstonice https://t.co/Vj…,Myartandshit
72,954073617033236480,"A final, wrap-up of the #Icepocalypse2018 Let's pray this is the last weather story I write for a bit. #houwx 

https://t.co/gghD5IFdEZ",RobDownenChron
73,954064172479864833,RT @HPMNews887: UPDATE: List of Wednesday closings due to winter weather https://t.co/6ZuUAI9c5D #houwx #houstonweather #WinterWeather #sch…,sonny_scroggins
74,954061350862577666,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",spike_6036
75,954048114259873798,Phew. We are above freezing again...and no freezing temps in the 10-day forecast. I’m going to believe that we are done with freezing temps for the season! #houstonweather #houwx,ksc_2015
76,954037589195059200,"RT @Fox26Houston: When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",chrisvaldez_12
77,954031804960460801,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",marahunt
78,954031146861584386,Who's ready to finally break out of the 30s? High temperatures this afternoon should top out in the low-40s as cloud cover increases throughout the day. #bcswx #houwx #glswx #txwx https://t.co/2OvyMdkIHS,NWSHouston
79,954030661974753282,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",geeehoe
80,954028634964221953,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",rapgameDrCrane
81,954025875045003264,"RT @Fox26Houston: When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",ahntoeknee
82,954025614012534786,"RT @Fox26Houston: When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",SupJoel_
83,954021336107634689,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",noorhal
84,954015792991035393,"Good morning Houston!  Yes, we are open today. 
https://t.co/ZkYO6VupAQ
713.837.0311
#MCD #HouNews #HouWx https://t.co/757SomZgwd",HoustonMunCourt
85,954013283618615296,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",MayraC27
86,954010247080890368,"A beautiful sky at #sunrise this cold morning over Houston, as viewed in timelapse. #houwx https://t.co/d4AaFgqPuq",BillyForney3
87,954007504001945601,Still some ice on a few roadways this morning. Use caution especially on those bridges and any areas that don’t get good sun where ice likely didn’t melt yesterday #houwx #hounews,JeffLindner1
88,954006791528026113,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,JeffLindner1
89,954006685357658118,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",JeffLindner1
90,954002156218212353,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,marinagil28
91,953998963648188416,RT @houstonpolice: Please continue to stay off the roads people! Many are still covered in ice.  #houwx #houstonweather #hounews https://t.…,CaliDreams21
92,953998918056062976,RT @LFlinn08: lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,__KingAndrew__
93,953995273243635712,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",jescobar82
94,953994686842142721,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",CiaoBellllllla
95,953994158439530498,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",Auchter97
96,953994024003784704,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,lkjtexas
97,953993783955292160,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,_amorette_z
98,953993712186650624,Awww finally the ice is gone and people are sane again #Houston #HoustonIce #houwx #ChiTown,Mr_Chata
99,953993338000158725,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,SylvesterTurner
100,954713761901924352,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,IanMckayWx
101,954712427286974466,"I see you, Williams Tower.

#houwx https://t.co/UNVQfpSZSv",BillyForney3
102,954712278322089984,"I tried to grab some of this fog,

But I mist.

#houwx #weatherpuns https://t.co/RC7ob49zTI",BillyForney3
103,954710165340807168,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,SunshineMustang
104,954710103252402176,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,TxDPS
105,954705107379253248,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,infotechnologi
106,954693547692830720,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,raulnaomich
107,954689044377751554,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,CollinMyers_
108,954686453837156353,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,Robert1288
109,954674911154524160,"RT NWSHouston ""Areas of dense fog this morning.  #houwx #bcswx https://t.co/2AWGkGv9ms""",notihouston
110,954674618450825216,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,socialmedia2max
111,954674465606160384,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,barker_justin
112,954673814155259905,Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,NWSHouston
113,954624875922186240,"RT NWSHouston ""Low temperatures tonight are expected to remain in the low to mid 50s across SE TX. Foggy conditions can be anticipated overnight and into the early morning hours lowering visibilities. #txwx #houwx #glswx #bcswx https://t.co/qiPopg5oGD""",notihouston
114,954624873803984896,"RT NWSHouston ""915 PM Radar Update:  Still some showers over the northern Gulf this evening. Should continue to see these showers shift east overnight. #houwx #glswx #bcswx #txwx https://t.co/vn4Hg4wWqZ""",notihouston
115,954624871778127872,"RT NWSHouston ""So far, this January has been record breaking!! There have been a total of 11 new records set in the month of January across the Southeast Texas primary climate sites... and there are still 12 more days to go! #txwx #houwx #glswx #bcswx https://t.co/AxTNYgckIg""",notihouston
116,954566550819917824,Low temperatures tonight are expected to remain in the low to mid 50s across SE TX. Foggy conditions can be anticipated overnight and into the early morning hours lowering visibilities. #txwx #houwx #glswx #bcswx https://t.co/joqEKv41rl,NWSHouston
117,954558573916360704,915 PM Radar Update:  Still some showers over the northern Gulf this evening. Should continue to see these showers shift east overnight. #houwx #glswx #bcswx #txwx https://t.co/sLANc1m6N3,NWSHouston
118,954547043355242496,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",ks7000
119,954513262833553413,"So far, this January has been record breaking!! There have been a total of 11 new records set in the month of January across the Southeast Texas primary climate sites... and there are still 12 more days to go! #txwx #houwx #glswx #bcswx https://t.co/MpuvjOFax4",NWSHouston
120,954486257811382272,"The outlook for this weekend shows a warming trend, with high temperatures in the 60s and 70s. Expect a chance of rain and patchy fog throughout the weekend. A cold front passes early Monday morning with showers and thunderstorms ahead of it. #bcswx #houwx #glswx #txwx https://t.co/VyS2VGAvWq",NWSHouston
121,954482474926661633,"The next cold front for #Houston and SE #Texas will arrive late Sunday night. There will be a good chance for rain and maybe a little #thunder, but no severe weather is expected for our area. @Fox26Houston #houwx #txwx https://t.co/R3WY71d6Yv",DrJimFox26
122,954476829796159488,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,Jm28Jomo
123,954475721375744002,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,mjk_4mjk
124,954474057386352640,Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,HellerWeather
125,954458716581105664,Low clouds being tickled from below by Williams Tower today. Light rain and 51° here on Houston’s west loop 610 at 3pm. #houwx https://t.co/TfknholTsf,BillyForney3
126,954455072582316033,Houston’s sky today has treated timelapse lovers to quite a display. #houwx https://t.co/MO6TMh5FB2,BillyForney3
127,954447748308307973,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,starringtexas
128,954446257271001088,"The winds are turning back from the SE and it's going to be much warmer across SE #Texas and the #Houston area this weekend. Highs will be back into the 70s, &amp; also some on-and-off showers &amp; patchy fog. @Fox26Houston #houwx #txwx https://t.co/SghBbZFrTM",DrJimFox26
129,954439320265543680,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,ksal_854
130,954421852327366656,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,IanMckayWx
131,954420032947310593,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prettyeyes33333
132,954417402112106498,See my previous post about 2017 being hottest year on record in #Houston. #houwx #houclimate #txwx #txclimate https://t.co/I0kJObl9jR,HellerWeather
133,954416849634066432,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mbhakta315
134,954411732553879552,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mfatah281
135,954411379909423104,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,claycody12
136,954410470655455232,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prison_matt
137,954409855602831361,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,Jm28Jomo
138,954407503755927554,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mattlanza
139,954407349258727424,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13houston
140,954406699288408064,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13weather
141,954406372204072960,The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https://t.co/ooVV3Un5mh,HellerWeather
142,954400325758308352,RT @Unity4aSolution: Please retweet: pets need to be indoors. If it is too cold for you then it is too cold for them.#Houwx #pets #dogs #ca…,shepmalasha
143,954400305965355009,RT @Unity4aSolution: Good and very relevant information from Unity partner @HoustonPetSet #houwx #pets https://t.co/g4X0bZvb40,shepmalasha
144,954400247584907264,RT @Unity4aSolution: @ReadyHarris thank you for always reminding the public to bring their #pets inside #houwx #houston https://t.co/96dvhf…,shepmalasha
145,954397388998938625,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",NathHolt
146,954383550765322241,I always love to dance in the rain but especially when the forecast calls for temperatures in the 70s! #WeekendWeather #KPRC2 #HOUWX @KPRC2 @KPRC2WEATHER P.S. The weekend won't be a washout check out the forecast ---&gt; https://t.co/xToHUBrebN https://t.co/WMYpo6kDxp,KPRCBritta
147,954370002798436354,"Sunrise over Houston this morning, in timelapse. 

As low clouds exit, watch as higher Mammatus clouds from nearby storms enter the picture. Their evolution is interesting. #houwx https://t.co/7AfjkHgWni",BillyForney3
148,954356923616423936,"RT @HoustonPubMedia: Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/TgKvuZCqfr
#houwx #…",edelhowlin
149,954354422448119809,"Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/DvnslyQieE
#houwx #frozenpipes https://t.co/6ODu1aiwc9",HPMNews887
150,954354422355767296,"Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/TgKvuZCqfr
#houwx #frozenpipes https://t.co/GFs7etbqQc",HoustonPubMedia
151,954337658871992321,"We're starting 15° warmer than Thursday across #Houston, and we're headed way warmer than this for the weekend. Details on how warm and rain chances, plus why we expect fog in spots @SpaceCityWX today. #houwx https://t.co/1zVJojvdut https://t.co/VHD7rYoBzm",mattlanza
152,954290374436155392,Rain chances are going up and so are the temperatures! We are above freezing this morning!!! Let's chat weekend this morning on @KPRC2 Channel 2 News TODAY @KPRC2WEATHER #HOUWX https://t.co/xToHUBrebN https://t.co/NwzVTl5QwB,KPRCBritta
153,954263086596284416,RT @HoustonTX: Mayor @SylvesterTurner media availability on dangerous freezing weather #Houwx #houstonweather https://t.co/3SnhargKUx,lucasgaonaleg
154,954222899832999938,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",DrLatekiLewis
155,954214161680076800,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",joshuatcarley
156,954171895225638912,RT @ABC13Miya: Thoroughly iced over 288 overpass at 59 near Downtown. Seriously people. Don’t drive here! #abc13 #houwx https://t.co/cBJ0aB…,CCartwright1971
157,954163844036874240,Tonight’s sunset over Houston was brought to you by the maker of clouds and the makers of twill. #houwx https://t.co/L7g7T76DzR,BillyForney3
158,954147861909917696,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",surina1913
159,954137479547883521,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,badjerry_1
160,954135130393792513,"RT NWSHouston ""2018 is off to a very cold start. Just how cold has it been? The first 17 days of the month were the tenth coldest on record for the city of Houston and the seventh coldest for Houston Hobby.  #houwx #txwx https://t.co/7SBbLHpEMU""",notihouston
161,954134900847841281,2018 is off to a very cold start. Just how cold has it been? The first 17 days of the month were the tenth coldest on record for the city of Houston and the seventh coldest for Houston Hobby.  #houwx #txwx https://t.co/5gcmp3LwT0,NWSHouston
162,954120655074709504,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,Jm28Jomo
163,954111667113209857,Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,HellerWeather
164,954082858490105856,RT @AlertHouston: ⚠️❄️ Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstonice https://t.co/Vj…,Myartandshit
165,954073617033236480,"A final, wrap-up of the #Icepocalypse2018 Let's pray this is the last weather story I write for a bit. #houwx 

https://t.co/gghD5IFdEZ",RobDownenChron
166,954064172479864833,RT @HPMNews887: UPDATE: List of Wednesday closings due to winter weather https://t.co/6ZuUAI9c5D #houwx #houstonweather #WinterWeather #sch…,sonny_scroggins
167,954061350862577666,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",spike_6036
168,954048114259873798,Phew. We are above freezing again...and no freezing temps in the 10-day forecast. I’m going to believe that we are done with freezing temps for the season! #houstonweather #houwx,ksc_2015
